62.78.155.145;60.19548034667969;24.767620086669922
52.57.171.36;50.110901;8.682100
35.157.15.249;50.110901;50.110901
34.205.5.2;39.043701;39.043701
18.195.7.137;50.110901;50.110901
52.29.216.212;50.110901;50.110901
18.195.141.248;50.110901;50.110901
18.202.31.209;53.353889;53.353889
34.252.191.135;53.353889;53.353889
3.249.125.221;53.353889;53.353889
3.249.173.211;53.353889;53.353889
3.249.7.192;53.353889;53.353889
34.244.160.91;53.353889;53.353889
3.249.206.100;53.353889;53.353889
63.35.177.19;53.353889;53.353889
52.210.235.141;53.353889;53.353889
52.214.222.80;53.353889;53.353889
34.245.42.221;53.353889;53.353889
54.154.108.206;53.353889;53.353889
3.249.161.69;53.353889;53.353889
34.249.242.202;53.353889;53.353889
34.245.130.249;53.353889;53.353889
18.203.171.153;53.353889;53.353889
3.249.109.205;53.353889;53.353889
52.48.127.84;53.353889;53.353889
52.214.187.185;53.353889;53.353889
3.249.124.5;53.353889;53.353889
3.249.180.21;53.353889;53.353889
34.244.246.138;53.353889;53.353889
3.248.250.54;53.353889;53.353889
54.229.65.19;53.353889;53.353889
54.246.226.73;53.353889;53.353889
18.202.246.201;53.353889;53.353889
3.249.27.205;53.353889;53.353889
34.241.17.61;53.353889;53.353889
3.248.251.113;53.353889;53.353889
52.51.101.31;53.353889;53.353889
3.249.67.90;53.353889;53.353889
34.241.67.137;53.353889;53.353889
54.194.100.38;53.353889;53.353889
63.35.169.217;53.353889;53.353889
52.17.219.13;53.353889;53.353889
34.253.26.52;53.353889;53.353889
3.249.172.189;53.353889;53.353889
52.215.69.26;53.353889;53.353889
52.17.50.92;53.353889;53.353889
34.253.11.177;53.353889;53.353889
18.202.54.36;53.353889;53.353889
63.35.176.187;53.353889;53.353889
34.245.212.131;53.353889;53.353889
34.253.227.230;53.353889;53.353889
34.244.54.78;53.353889;53.353889
34.245.154.70;53.353889;53.353889
54.246.177.83;53.353889;53.353889
52.214.191.31;53.353889;53.353889
3.249.226.146;53.353889;53.353889
3.249.34.12;53.353889;53.353889
3.123.227.209;50.110901;50.110901
18.185.14.149;50.110901;50.110901
18.156.122.163;50.110901;50.110901
35.157.51.223;50.110901;50.110901
34.205.5.1;39.043701;39.043701
3.125.250.48;50.110901;50.110901
34.205.5.4;39.043701;39.043701
52.18.250.203;53.353889;53.353889
52.31.251.21;53.353889;53.353889
52.215.190.167;53.353889;53.353889
34.247.254.39;53.353889;53.353889
63.33.50.132;53.353889;53.353889
3.249.228.174;53.353889;53.353889
3.249.232.201;53.353889;53.353889
34.247.57.220;53.353889;53.353889
34.245.12.26;53.353889;53.353889
52.16.152.129;53.353889;53.353889
34.244.107.195;53.353889;53.353889
54.229.126.13;53.353889;53.353889
54.229.218.249;53.353889;53.353889
54.154.162.63;53.353889;53.353889
34.247.79.31;53.353889;53.353889
34.242.217.62;53.353889;53.353889
